Symbol,Name,Last Sale,Net Change,% Change,Market Cap
CLRC,ClimateRock Class A Ordinary Shares,$10.36,0.02,0.193%,"103,205,025"
SCTL,"Societal CDMO, Inc. Common Stock",$1.22,-0.01,-0.813%,"103,141,608"
MTNB,"Matinas Biopharma Holdings, Inc. Common Stock",$0.4751,-0.0219,-4.406%,"103,032,336"
VCIF,Vertical Capital Income Fund Common Shares of Beneficial Interest,$9.92,-0.08,-0.80%,"102,969,630"
PRSR,Prospector Capital Corp. Class A Ordinary Shares,$9.9601,-0.0199,-0.199%,"102,778,830"
ZEPP,Zepp Health Corporation American Depositary Shares,$1.65,-0.05,-2.941%,"102,722,252"
FLXS,"Flexsteel Industries, Inc. Common Stock",$19.77,-0.14,-0.703%,"102,356,921"
LTCH,"Latch, Inc. Common Stock",$0.7064,-0.0457,-6.076%,"102,300,675"
SFBC,"Sound Financial Bancorp, Inc. Common Stock",$39.55,-0.04,-0.101%,"102,182,131"
AREN,"The Arena Group Holdings, Inc. Common Stock",$5.58,-1.12,-16.716%,"102,131,817"
SCOR,"comScore, Inc. Common Stock",$1.11,-0.07,-5.932%,"102,130,666"
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,$39.22,-0.4099,-1.034%,"102,039,223"
SWZ,"Swiss Helvetia Fund, Inc. (The) Common Stock",$7.71,-0.0301,-0.389%,"101,866,478"
VFF,"Village Farms International, Inc. Common Shares",$0.9225,-0.0408,-4.235%,"101,695,412"
ALLT,Allot Ltd. Ordinary Shares,$2.72,-0.10,-3.546%,"101,554,257"
CELU,Celularity Inc. Class A Common Stock,$0.7001,-0.0634,-8.304%,"101,523,820"
NKG,Nuveen Georgia Quality Municipal Income Fund ,$9.76,UNCH,--,"101,502,175"
EMCG,Embrace Change Acquisition Corp Ordinary Shares,$10.47,0.04,0.384%,"101,441,181"
FLAG,"First Light Acquisition Group, Inc. Class A Common Stock",$10.26,UNCH,--,"101,348,526"
AFBI,"Affinity Bancshares, Inc. Common Stock (MD)",$15.34,-0.47,-2.973%,"101,326,591"
SLDB,Solid Biosciences Inc. Common Stock,$5.17,-0.12,-2.268%,"101,108,304"
DBTX,"Decibel Therapeutics, Inc. Common Stock",$4.05,-0.41,-9.193%,"101,106,233"
IONM,Assure Holdings Corp. Common Stock,$4.92,-0.95,-16.184%,"100,983,974"
MREO,Mereo BioPharma Group plc American Depositary Shares,$0.807,-0.043,-5.059%,"100,863,462"
PEAR,"Pear Therapeutics, Inc. Class A Common Stock",$0.7181,-0.1053,-12.788%,"100,554,340"
BBIG,"Vinco Ventures, Inc. Common Stock",$0.43,-0.047,-9.853%,"100,250,627"
PROV,"Provident Financial Holdings, Inc. Common Stock",$14.125,-0.145,-1.016%,"100,248,939"
DIT,AMCON Distributing Company Common Stock,$163.59,-5.82,-3.435%,"99,961,997"
USDP,USD Partners LP Common Units representing limited partner interest,$2.99,0.03,1.014%,"99,809,749"
MVLA,Movella Holdings Inc. Common Stock,$1.96,-0.19,-8.837%,"99,719,922"
PHX,PHX Minerals Inc. Common Stock,$2.73,-0.11,-3.873%,"99,658,595"
CLNN,Clene Inc. Common Stock,$1.35,0.05,3.846%,"99,657,014"
CHAA,Catcha Investment Corp. Class A Ordinary Shares,$10.24,-0.005,-0.049%,"99,480,156"
MYNZ,Mainz Biomed N.V. Ordinary Shares,$6.86,-0.12,-1.719%,"99,421,795"
XBIT,XBiotech Inc. Common Stock,$3.26,-0.04,-1.212%,"99,232,043"
ALPS,"Alpine Summit Energy Partners, Inc. Class A Subordinate Voting Shares",$1.98,-0.01,-0.503%,"99,184,150"
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,$5.31,-0.11,-2.03%,"99,028,473"
PIRS,"Pieris Pharmaceuticals, Inc. Common Stock",$1.33,-0.17,-11.333%,"98,960,316"
EVF,Eaton Vance Senior Income Trust Common Stock,$5.64,-0.12,-2.083%,"98,919,153"
LIFE,"aTyr Pharma, Inc. Common Stock",$1.93,-0.195,-9.176%,"98,882,357"
THM,"International Tower Hill Mines, Ltd. Ordinary Shares (Canada)",$0.505,-0.0051,-1.00%,"98,633,158"
ATLX,Atlas Lithium Corporation Common Stock,$16.74,-0.91,-5.156%,"98,561,169"
NEON,Neonode Inc. Common Stock,$7.26,0.02,0.276%,"98,520,538"
SSSS,SuRo Capital Corp. Common Stock,$3.46,-0.25,-6.739%,"98,366,067"
PESI,"Perma-Fix Environmental Services, Inc. Common Stock",$7.38,0.14,1.934%,"98,336,699"
ELMD,"Electromed, Inc. Common Stock",$11.52,-0.72,-5.882%,"98,083,169"
BNIX,Bannix Acquisition Corp. Common Stock,$10.39,UNCH,--,"97,915,360"
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,$10.50,-0.01,-0.095%,"97,908,479"
ETON,"Eton Pharmaceuticals, Inc. Common Stock",$3.87,-0.03,-0.769%,"97,899,533"
VXRT,"Vaxart, Inc Common Stock",$0.7447,-0.0706,-8.659%,"97,741,194"
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,$3.80,-0.31,-7.543%,"97,619,982"
REE,REE Automotive Ltd. Class A Ordinary Shares,$0.40,0.0205,5.402%,"97,500,233"
ERH,Allspring Utilities and High Income Fund Common Shares,$10.475,-0.105,-0.992%,"97,336,392"
BCTX,BriaCell Therapeutics Corp. Common Shares,$6.27,-0.7073,-10.137%,"97,297,973"
FBIO,"Fortress Biotech, Inc. Common Stock",$0.7651,-0.0219,-2.783%,"97,272,625"
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,$8.69,-1.90,-17.941%,"97,210,520"
SND,"Smart Sand, Inc. Common Stock",$2.14,-0.36,-14.40%,"96,891,939"
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,$7.31,-0.25,-3.307%,"96,823,128"
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,$3.8807,-0.0393,-1.003%,"96,766,993"
HMNF,"HMN Financial, Inc. Common Stock",$21.56,-0.23,-1.056%,"96,609,843"
RFM,"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",$15.77,-0.16,-1.004%,"96,428,803"
FOA,Finance of America Companies Inc. Class A Common Stock,$1.53,-0.05,-3.165%,"96,332,737"
BKKT,"Bakkt Holdings, Inc. Class A Common Stock",$1.22,-0.04,-3.175%,"95,883,322"
INCR,Intercure Ltd. Ordinary Shares,$2.10,-0.14,-6.25%,"95,702,647"
CGO,Calamos Global Total Return Fund Common Stock,$9.74,-0.16,-1.616%,"95,681,533"
STIM,"Neuronetics, Inc. Common Stock",$3.51,-0.24,-6.40%,"95,547,430"
LBBB,Lakeshore Acquisition II Corp. Ordinary Shares,$10.4491,0.0091,0.087%,"95,520,448"
HRTG,"Heritage Insurance Holdings, Inc. Common Stock",$3.68,-0.06,-1.604%,"95,225,115"
CRT,Cross Timbers Royalty Trust Common Stock,$15.87,-1.18,-6.921%,"95,220,000"
HCDI,"Harbor Custom Development, Inc. Common Stock",$6.61,-0.45,-6.374%,"95,029,928"
FRD,Friedman Industries Inc. Common Stock,$12.85,-0.16,-1.23%,"94,776,306"
PPHP,PHP Ventures Acquisition Corp. Class A Common Stock,$10.59,UNCH,--,"94,767,315"
ALOT,"AstroNova, Inc. Common Stock",$12.86,-0.23,-1.757%,"94,514,660"
APYX,Apyx Medical Corporation Common Stock,$2.73,-0.21,-7.143%,"94,452,054"
DLA,"Delta Apparel, Inc. Common Stock",$13.47,-0.21,-1.535%,"94,303,739"
RLMD,"Relmada Therapeutics, Inc. Common Stock",$3.12,-0.17,-5.167%,"93,909,513"
PRTK,"Paratek Pharmaceuticals, Inc. Common Stock",$1.69,-0.09,-5.056%,"93,878,598"
BLI,"Berkeley Lights, Inc. Common Stock",$1.30,-0.08,-5.797%,"93,825,662"
HSPO,Horizon Space Acquisition I Corp. Ordinary Shares,$10.18,UNCH,--,"93,765,435"
EGLX,Enthusiast Gaming Holdings Inc. Common Stock,$0.62,-0.04,-6.061%,"93,654,396"
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,$9.60,-0.09,-0.929%,"93,622,829"
LEE,"Lee Enterprises, Incorporated Common Stock",$15.66,0.215,1.392%,"93,604,753"
ATY,AcuityAds Holdings Inc. Common Shares,$1.63,0.03,1.875%,"93,531,333"
VBIV,"VBI Vaccines, Inc. New Common Stock (Canada)",$0.3621,-0.0225,-5.85%,"93,515,039"
ANPC,"AnPac Bio-Medical Science Co., Ltd. American Depositary Shares",$8.3462,0.2363,2.914%,"93,488,791"
CIDM,"Cinedigm Corp., Class A Common Stock",$0.5217,-0.0377,-6.739%,"93,432,526"
KSM,DWS Strategic Municipal Income Trust,$8.33,0.04,0.483%,"93,328,829"
TOI,"The Oncology Institute, Inc. Common Stock",$1.25,-0.16,-11.348%,"93,026,515"
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,$7.36,-0.62,-7.769%,"92,788,447"
WIMI,WiMi Hologram Cloud Inc. American Depositary Share,$1.07,-0.08,-6.957%,"92,777,604"
INTG,Intergroup Corporation (The) Common Stock,$42.01,UNCH,--,"92,735,647"
HMAC,Hainan Manaslu Acquisition Corp. Ordinary shares,$10.33,0.01,0.097%,"92,623,945"
SATX,SatixFy Communications Ltd. Ordinary Share,$1.12,-0.11,-8.943%,"92,593,395"
MAYS,"J. W. Mays, Inc. Common Stock",$45.90,UNCH,--,"92,524,302"
MCAG,Mountain Crest Acquisition Corp. V Common Stock,$10.24,-0.11,-1.063%,"92,425,216"
GNT,"GAMCO Natural Resources, Gold & Income Trust",$5.00,-0.03,-0.596%,"92,377,195"
GEOS,Geospace Technologies Corporation Common Stock (Texas),$7.03,0.07,1.006%,"92,310,853"
BYFC,Broadway Financial Corporation Common Stock,$1.21,-0.07,-5.469%,"92,300,277"
MLGO,"MicroAlgo, Inc. Ordinary Shares",$2.10,0.01,0.478%,"92,099,083"
SONX,"Sonendo, Inc. Common Stock",$1.85,-0.14,-7.035%,"92,049,832"
SANG,Sangoma Technologies Corporation Common Shares,$3.99,-0.51,-11.333%,"92,034,848"
ACNT,Ascent Industries Co. Common Stock,$9.01,-1.15,-11.319%,"91,922,552"
SMID,Smith-Midland Corporation Common Stock,$17.56,-0.89,-4.824%,"91,850,354"
ACU,Acme United Corporation. Common Stock,$25.96,0.54,2.124%,"91,761,565"
ARIZ,Arisz Acquisition Corp. Common Stock,$10.30,0.01,0.097%,"91,684,307"
EYPT,"EyePoint Pharmaceuticals, Inc. Common Stock",$2.69,-0.135,-4.779%,"91,683,092"
ELYM,"Eliem Therapeutics, Inc Common Stock",$3.45,-0.19,-5.22%,"91,658,499"
HGBL,Heritage Global Inc. Common Stock,$2.47,-0.04,-1.594%,"91,222,477"
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock",$4.78,-0.19,-3.823%,"91,011,339"
KXIN,Kaixin Auto Holdings Ordinary Shares,$0.46,0.0001,0.022%,"90,755,789"
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock",$9.03,0.005,0.055%,"90,716,662"
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,$8.01,-0.05,-0.62%,"90,617,883"
RZLT,"Rezolute, Inc. Common Stock (NV)",$2.46,-0.14,-5.385%,"90,595,815"
BNED,"Barnes & Noble Education, Inc Common Stock",$1.72,-0.06,-3.371%,"90,469,933"
GNS,Genius Group Limited Ordinary Shares,$3.66,-0.24,-6.154%,"90,367,827"
NEOV,NeoVolta Inc. Common Stock,$2.72,-0.27,-9.03%,"90,155,401"
EMAN,eMagin Corporation Common Stock,$1.15,0.06,5.505%,"89,949,059"
PCTI,"PCTEL, Inc. Common Stock",$4.79,-0.26,-5.149%,"89,927,431"
SI,Silvergate Capital Corporation Class A Common Stock,$2.84,-2.07,-42.159%,"89,910,433"
SRTS,"Sensus Healthcare, Inc. Common Stock",$5.47,-0.34,-5.852%,"89,655,592"
TIL,"Instil Bio, Inc. Common Stock",$0.69,-0.06,-8.00%,"89,544,817"
ATMC,AlphaTime Acquisition Corp Ordinary Shares,$10.20,UNCH,--,"89,459,100"
JLS,Nuveen Mortgage and Income Fund,$16.30,-0.15,-0.912%,"89,445,272"
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,$18.14,0.16,0.89%,"89,429,202"
LWAY,"Lifeway Foods, Inc. Common Stock",$6.10,-0.01,-0.164%,"89,333,048"
ATOS,"Atossa Therapeutics, Inc. Common Stock",$0.705,-0.005,-0.704%,"89,269,998"
BKSC,Bank of South Carolina Corp. Common Stock,$16.06,-0.0901,-0.558%,"89,170,757"
IMAQ,International Media Acquisition Corp. Class A Common Stock,$10.46,-0.01,-0.096%,"89,119,388"
CODX,"Co-Diagnostics, Inc. Common Stock",$2.88,-0.05,-1.706%,"89,043,425"
CBAT,"CBAK Energy Technology, Inc. Common Stock",$1.00,-0.03,-2.913%,"88,990,858"
MIMO,Airspan Networks Holdings Inc. Common Stock,$1.20,-0.06,-4.762%,"88,709,393"
ACHV,"Achieve Life Sciences, Inc. Common Shares",$4.95,-0.16,-3.131%,"88,590,294"
FCAP,"First Capital, Inc. Common Stock",$26.27,-0.625,-2.324%,"88,565,680"
MDV,Modiv Inc. Class C Common Stock,$11.83,0.33,2.87%,"88,557,795"
CMU,MFS Municipal Income Trust Common Stock,$3.12,-0.02,-0.637%,"88,374,980"
BTBT,"Bit Digital, Inc. Ordinary Shares",$1.07,-0.11,-9.322%,"88,280,854"
KRON,"Kronos Bio, Inc. Common Stock",$1.55,-0.11,-6.627%,"88,192,480"
DARE,"Dare Bioscience, Inc. Common Stock",$1.04,-0.03,-2.804%,"88,192,000"
HITI,High Tide Inc. Common Shares,$1.18,-0.07,-5.60%,"87,997,991"
IFRX,InflaRx N.V. Common Stock,$1.99,0.03,1.531%,"87,965,488"
OSI,Osiris Acquisition Corp. Class A Common Stock,$9.93,UNCH,--,"87,915,662"
USAS,"Americas Gold and Silver Corporation Common Shares, no par value",$0.459,0.0288,6.695%,"87,887,005"
PNAC,Prime Number Acquisition I Corp. Class A Common Stock,$10.35,0.02,0.194%,"87,575,407"
VNCE,Vince Holding Corp. Common Stock,$7.10,0.01,0.141%,"87,557,278"
USX,"U.S. Xpress Enterprises, Inc. Class A Common Stock",$1.70,UNCH,--,"87,507,656"
EAC,Edify Acquisition Corp. Class A Common Stock,$10.18,UNCH,--,"87,422,420"
HOWL,"Werewolf Therapeutics, Inc. Common Stock",$2.55,-0.17,-6.25%,"87,402,069"
ISDR,Issuer Direct Corporation Common Stock,$23.04,-0.15,-0.647%,"87,345,101"
CULL,"Cullman Bancorp, Inc. Common Stock",$11.75,-0.39,-3.213%,"87,019,243"
HNW,"Pioneer Diversified High Income Fund, Inc.",$10.42,-0.1077,-1.023%,"86,848,189"
UBCP,"United Bancorp, Inc. Common Stock",$14.67,-0.0075,-0.051%,"86,765,539"
MDXH,MDxHealth SA American Depositary Shares,$3.30,-0.39,-10.569%,"86,750,707"
AMST,Amesite Inc. Common Stock,$2.85,-0.26,-8.36%,"86,640,869"
PCCT,Perception Capital Corp. II Class A Ordinary Shares,$10.55,UNCH,--,"86,593,261"
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,$14.495,0.0096,0.066%,"86,519,365"
DAVE,Dave Inc. Class A Common Stock,$7.31,-0.19,-2.533%,"86,373,776"
LVLU,"Lulu's Fashion Lounge Holdings, Inc. Common Stock",$2.205,-0.235,-9.631%,"86,214,314"
GTH,Genetron Holdings Limited ADS,$0.9511,-0.0109,-1.133%,"86,171,807"
CIZN,Citizens Holding Company Common Stock,$15.36,-0.1912,-1.229%,"86,070,835"
YJ,Yunji Inc. American Depository Shares,$0.40,-0.0106,-2.582%,"85,872,016"
CURO,CURO Group Holdings Corp. Common Stock,$2.12,-0.23,-9.787%,"85,829,008"
CIH,China Index Holdings Limited American Depository Shares,$0.945,0.005,0.532%,"85,451,973"
VSTM,"Verastem, Inc. Common Stock",$0.4253,-0.0247,-5.489%,"85,337,945"
PRDS,"Pardes Biosciences, Inc. Common Stock",$1.38,-0.15,-9.804%,"85,193,393"
STRT,STRATTEC SECURITY CORPORATION Common Stock,$21.20,0.13,0.617%,"85,120,820"
BLNG,Belong Acquisition Corp. Class A Common Stock,$10.02,-0.21,-2.053%,"85,013,107"
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,$7.58,0.03,0.397%,"84,965,327"
ORN,"Orion Group Holdings, Inc. Common",$2.65,-0.07,-2.574%,"84,945,445"
GROV,"Grove Collaborative Holdings, Inc. Class A Common Stock",$0.461,-0.0432,-8.568%,"84,812,144"
REKR,"Rekor Systems, Inc. Common Stock",$1.56,-0.14,-8.235%,"84,782,180"
RGTI,"Rigetti Computing, Inc. Common Stock",$0.6891,-0.0377,-5.187%,"84,780,010"
IMUX,"Immunic, Inc. Common Stock",$1.91,-0.26,-11.982%,"84,723,969"
VWE,"Vintage Wine Estates, Inc. Common Stock",$1.37,-0.02,-1.439%,"84,516,744"
SUNL,"Sunlight Financial Holdings, Inc. Class A Common Stock",$1.03,-0.04,-3.738%,"84,487,711"
CTRM,Castor Maritime Inc. Common Shares,$0.8925,-0.0575,-6.053%,"84,439,504"
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,$13.27,-0.28,-2.066%,"84,408,917"
FARM,Farmer Brothers Company Common Stock,$4.23,-0.08,-1.856%,"84,404,494"
PHUN,"Phunware, Inc. Common Stock",$0.8217,-0.0433,-5.006%,"84,329,688"
APPH,"AppHarvest, Inc. Common Stock",$0.78,-0.0086,-1.091%,"84,165,257"
SCX,L.S. Starrett Company (The) Common Stock,$11.33,-1.03,-8.333%,"84,146,675"
ATER,"Aterian, Inc. Common Stock",$1.04,-0.05,-4.587%,"84,105,443"
PRT,PermRock Royalty Trust Trust Units,$6.91,-0.02,-0.289%,"84,065,208"
TENK,TenX Keane Acquisition Ordinary Share,$10.3241,-0.0659,-0.634%,"84,038,174"
AUBN,"Auburn National Bancorporation, Inc. Common Stock",$23.93,-0.17,-0.705%,"83,837,606"
PPIH,"Perma-Pipe International Holdings, Inc. Common Stock",$10.46,0.46,4.60%,"83,728,137"
MTAC,MedTech Acquisition Corporation Class A Common Stock,$10.20,UNCH,--,"83,674,904"
XTNT,"Xtant Medical Holdings, Inc. Common Stock",$0.77,-0.1075,-12.251%,"83,667,729"
LUXH,LuxUrban Hotels Inc. Common Stock,$3.03,0.04,1.338%,"83,603,512"
ANEB,"Anebulo Pharmaceuticals, Inc. Common Stock",$3.25,0.44,15.658%,"83,307,955"
LIDR,"AEye, Inc. Class A Common Stock",$0.517,-0.0309,-5.64%,"83,267,364"
AAIC,Arlington Asset Investment Corp Class A (new),$2.93,-0.10,-3.30%,"83,114,367"
HOUR,"Hour Loop, Inc. Common Stock",$2.365,-0.025,-1.046%,"82,875,697"
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,$4.83,-0.0099,-0.205%,"82,604,008"
OSA,"ProSomnus, Inc. Common Stock",$5.13,-0.02,-0.388%,"82,327,133"
AQMS,"Aqua Metals, Inc. Common Stock",$1.05,-0.08,-7.08%,"82,306,083"
PXLW,"Pixelworks, Inc.  Common Stock",$1.50,-0.04,-2.597%,"82,284,059"
PVL,Permianville Royalty Trust Trust Units ,$2.49,0.02,0.81%,"82,170,000"
NVCN,Neovasc Inc. Common Shares,$29.78,0.13,0.438%,"82,169,542"
EPIX,ESSA Pharma Inc. Common Stock,$2.83,-0.025,-0.876%,"82,094,086"
PGP,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,$7.33,-0.11,-1.478%,"82,074,010"
BWAC,Better World Acquisition Corp. Common Stock,$10.6501,UNCH,--,"82,011,340"
MGYR,"Magyar Bancorp, Inc. Common Stock",$12.14,-0.45,-3.574%,"81,859,219"
TMQ,Trilogy Metals Inc. Common Stock,$0.5499,-0.0104,-1.856%,"81,782,612"
VBFC,Village Bank and Trust Financial Corp. Common Stock,$55.00,0.16,0.292%,"81,553,450"
MCHX,"Marchex, Inc. Class B Common Stock",$1.92,-0.03,-1.538%,"81,529,068"
USAP,"Universal Stainless & Alloy Products, Inc. Common Stock",$9.05,-0.23,-2.478%,"81,250,475"
JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest,$18.49,-0.16,-0.858%,"81,201,128"
UPXI,"Upexi, Inc. Common Stock",$4.51,0.11,2.50%,"81,002,973"
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,$7.62,-0.03,-0.392%,"80,931,799"
CISO,Cerberus Cyber Sentinel Corporation Common Stock,$0.5457,-0.0523,-8.746%,"80,909,054"
INSG,Inseego Corp. Common Stock,$0.7501,-0.0445,-5.60%,"80,898,034"
CMLS,Cumulus Media Inc. Class A Common Stock,$4.34,-0.25,-5.447%,"80,824,189"
ADVM,"Adverum Biotechnologies, Inc. Common Stock",$0.81,-0.0179,-2.162%,"80,780,510"
BSGA,Blue Safari Group Acquisition Corp. Class A Ordinary Share,$10.70,UNCH,--,"80,651,250"
BRAG,Bragg Gaming Group Inc. Common Shares,$3.82,0.04,1.058%,"80,631,674"
THTX,Theratechnologies Inc. Common Shares,$0.846,-0.048,-5.369%,"80,489,827"
SOTK,Sono-Tek Corporation Common Stock,$5.11,-0.08,-1.541%,"80,441,998"
AAOI,"Applied Optoelectronics, Inc. Common Stock",$2.81,-0.01,-0.355%,"80,429,349"
CRDF,"Cardiff Oncology, Inc. Common Stock",$1.80,-0.23,-11.33%,"80,418,904"
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc Common Stock",$12.96,-0.06,-0.461%,"80,354,268"
SGII,Seaport Global Acquisition II Corp. Class A Common Stock,$10.23,UNCH,--,"80,238,985"
PFX,PhenixFIN Corporation Common Stock,$38.25,0.14,0.367%,"80,201,529"
ORMP,Oramed Pharmaceuticals Inc. Common Stock,$2.05,-0.14,-6.393%,"80,185,209"
SFR,"Appreciate Holdings, Inc. Class A Common Stock",$1.66,-0.14,-7.778%,"80,106,995"
RDI,Reading International Inc Class A Common Stock,$3.63,0.01,0.276%,"80,019,081"
FTK,"Flotek Industries, Inc. Common Stock",$1.03,-0.04,-3.738%,"79,832,485"
STRC,Sarcos Technology and Robotics Corporation Common Stock,$0.515,-0.043,-7.706%,"79,639,994"
MAPS,"WM Technology, Inc. Class A Common Stock ",$0.8751,-0.0581,-6.226%,"79,592,505"
CVV,CVD Equipment Corporation Common Stock,$11.75,0.415,3.661%,"79,441,022"
PED,Pedevco Corp. Common Stock,$0.9219,-0.0281,-2.958%,"79,090,047"
ACR,ACRES Commercial Realty Corp. Common Stock,$9.03,-0.42,-4.444%,"79,089,896"
KPLT,"Katapult Holdings, Inc. Common Stock",$0.8001,-0.2099,-20.782%,"78,768,440"
XLO,"Xilio Therapeutics, Inc. Common Stock",$2.865,0.015,0.526%,"78,706,154"
GDST,Goldenstone Acquisition Limited Common Stock,$10.355,UNCH,--,"78,659,169"
WFCF,"Where Food Comes From, Inc. Common Stock",$13.48,0.355,2.705%,"78,616,816"
ONCY,"Oncolytics Biotech, Inc. Common Shares",$1.33,-0.07,-5.00%,"78,508,155"
SPRO,"Spero Therapeutics, Inc. Common Stock",$1.51,-0.08,-5.031%,"78,181,840"
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),$0.66,0.005,0.763%,"78,110,399"
IPX,IperionX Limited American Depositary Share,$5.56,-0.214,-3.706%,"78,000,400"
CYBN,Cybin Inc. Common Shares,$0.41,-0.0134,-3.165%,"77,895,588"
TZOO,Travelzoo Common Stock,$4.95,-0.01,-0.202%,"77,702,189"
AACG,ATA Creativity Global American Depositary Shares,$2.47,0.05,2.066%,"77,500,992"
SANW,S&W Seed Company Common Stock (NV),$1.81,0.01,0.556%,"77,441,873"
MCAF,Mountain Crest Acquisition Corp. IV Common Stock,$10.22,-0.10,-0.969%,"77,237,650"
FIXX,"Homology Medicines, Inc. Common Stock",$1.34,-0.14,-9.459%,"77,024,017"
GORO,Gold Resource Corporation Common Stock,$0.8712,-0.0089,-1.011%,"77,012,433"
SNDA,"Sonida Senior Living, Inc. Common Stock",$11.53,-0.12,-1.03%,"76,904,512"
PLTN,Plutonian Acquisition Corp. Common Stock,$10.22,UNCH,--,"76,763,698"
SNCR,"Synchronoss Technologies, Inc. Common Stock",$0.84,0.01,1.205%,"76,327,614"
BWEN,"Broadwind, Inc. Common Stock",$3.69,-0.88,-19.256%,"76,284,348"
BHM,"Bluerock Homes Trust, Inc. Class A Common Stock",$19.82,-0.43,-2.123%,"76,178,210"
MYMD,"MyMD Pharmaceuticals, Inc. Common Stock",$1.93,-0.18,-8.531%,"76,177,117"
JG,Aurora Mobile Limited American Depositary Shares,$0.6408,-0.0127,-1.943%,"76,162,033"
CZOO,Cazoo Group Ltd Class A Ordinary Shares,$1.98,-0.11,-5.263%,"76,122,801"
WRAP,"Wrap Technologies, Inc. Common Stock",$1.85,-0.10,-5.128%,"76,079,977"
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,$10.82,-0.0199,-0.184%,"76,059,915"
EPOW,"Sunrise New Energy Co., Ltd Ordinary Shares",$3.10,-0.07,-2.208%,"76,036,800"
OTMO,Otonomo Technologies Ltd. Ordinary shares,$0.5395,-0.0054,-0.991%,"75,944,348"
QBTS,D-Wave Quantum Inc. Common Shares,$0.68,-0.0211,-3.01%,"75,824,077"
IDEX,"Ideanomics, Inc. Common Stock",$0.1124,-0.0029,-2.515%,"75,766,203"
SRV,Cushing MLP & Infrastructure Total Return Fund,$34.63,-0.03,-0.087%,"75,610,830"
AKU,Akumin Inc. Common Stock (DE),$0.8428,-0.1024,-10.834%,"75,566,723"
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",$2.09,-0.11,-5.00%,"75,542,436"
SMSI,"Smith Micro Software, Inc. Common Stock",$1.34,-0.01,-0.741%,"75,357,689"
TALS,"Talaris Therapeutics, Inc. Common Stock",$1.80,-0.13,-6.736%,"75,100,653"
JEQ,"abrdn Japan Equity Fund, Inc. Common Stock",$5.555,0.015,0.271%,"75,024,680"
CURI,CuriosityStream Inc. Class A Common Stock,$1.42,-0.15,-9.554%,"74,984,683"
LTRPA,"Liberty TripAdvisor Holdings, Inc. Series A Common Stock",$0.9862,-0.0538,-5.173%,"74,962,572"
WETG,WeTrade Group Inc. Ordinary Shares,$0.3843,-0.0038,-0.979%,"74,960,598"
VHAQ,Viveon Health Acquisition Corp. Common Stock,$10.8802,0.1102,1.023%,"74,812,516"
HHS,"Harte-Hanks, Inc. Common Stock",$10.20,-0.09,-0.875%,"74,643,937"
CODA,"Coda Octopus Group, Inc. Common stock",$6.80,-0.08,-1.163%,"74,408,000"
OCUP,"Ocuphire Pharma, Inc. Common Stock",$3.55,-0.22,-5.836%,"73,864,903"
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,$5.81,-0.05,-0.853%,"73,842,677"
BEDU,"Bright Scholar Education Holdings Limited American Depositary Shares, each  representing four Class A Ordinary Share",$2.48,-0.02,-0.80%,"73,720,986"
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,$6.33,-0.06,-0.939%,"73,705,298"
KINZ,KINS Technology Group Inc. Class A Common Stock,$9.38,0.16,1.735%,"73,520,440"
LGVN,Longeveron Inc. Class A Common Stock,$3.48,-0.045,-1.277%,"73,144,049"
VIA,"Via Renewables, Inc. Class A Common Stock",$4.61,-0.27,-5.533%,"73,104,301"
MKUL,"Molekule Group, Inc. Common Stock",$2.40,-0.19,-7.336%,"73,026,600"
SYRS,"Syros Pharmaceuticals, Inc. Common Stock",$3.61,-0.35,-8.838%,"73,015,575"
