Symbol,Name,Last Sale,Net Change,% Change,Market Cap
WTRG,"Essential Utilities, Inc. Common Stock",$41.78,-0.66,-1.555%,"10,958,512,005"
DPZ,Domino's Pizza Inc Common Stock,$309.12,-3.01,-0.964%,"10,942,656,036"
CRL,"Charles River Laboratories International, Inc. Common Stock",$214.92,-3.87,-1.769%,"10,934,840,748"
CNA,CNA Financial Corporation Common Stock,$40.34,-1.36,-3.261%,"10,928,179,782"
CS,Credit Suisse Group American Depositary Shares,$2.77,-0.13,-4.483%,"10,917,401,000"
CDAY,Ceridian HCM Holding Inc. Common Stock,$70.68,-1.71,-2.362%,"10,874,587,669"
MMP,Magellan Midstream Partners L.P. Limited Partnership,$52.98,-0.32,-0.60%,"10,857,513,359"
BRKR,Bruker Corporation Common Stock,$73.65,-0.33,-0.446%,"10,832,642,623"
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,$30.61,-0.37,-1.194%,"10,818,937,216"
TFII,TFI International Inc. Common Shares,$123.46,-1.56,-1.248%,"10,763,213,540"
TFX,Teleflex Incorporated Common Stock,$228.85,1.27,0.558%,"10,734,537,650"
WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,$51.28,-1.43,-2.713%,"10,711,869,508"
ACI,"Albertsons Companies, Inc. Class A Common Stock",$19.93,-0.18,-0.895%,"10,676,849,376"
LSI,"Life Storage, Inc. Common Stock",$125.27,-2.45,-1.918%,"10,647,643,840"
AFG,"American Financial Group, Inc. Common Stock",$124.35,-2.86,-2.248%,"10,595,117,400"
CLF,Cleveland-Cliffs Inc. Common Stock,$20.58,-0.67,-3.153%,"10,594,322,716"
CZR,"Caesars Entertainment, Inc. Common Stock",$49.31,-4.04,-7.573%,"10,580,254,638"
IOT,Samsara Inc. Class A Common Stock,$20.25,-0.85,-4.028%,"10,507,235,821"
CUBE,CubeSmart Common Shares,$46.72,-0.71,-1.497%,"10,492,129,330"
KMX,CarMax Inc,$66.37,-4.11,-5.831%,"10,488,019,629"
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,$32.00,UNCH,--,"10,446,786,816"
EQH,"Equitable Holdings, Inc. Common Stock",$28.62,-1.85,-6.072%,"10,446,300,000"
QGEN,Qiagen N.V. Common Shares ,$45.80,-0.20,-0.435%,"10,429,392,800"
REG,Regency Centers Corporation Common Stock,$60.61,-1.35,-2.179%,"10,382,973,455"
PAG,"Penske Automotive Group, Inc. Common Stock",$145.52,0.37,0.255%,"10,376,078,917"
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,$9.32,-0.33,-3.42%,"10,352,585,140"
BAP,Credicorp Ltd. Common Stock,$130.00,-2.84,-2.138%,"10,339,290,000"
AAL,American Airlines Group Inc. Common Stock,$15.88,-0.71,-4.28%,"10,332,202,281"
RRX,Regal Rexnord Corporation Common Stock,$155.73,-3.52,-2.21%,"10,301,732,449"
LAMR,Lamar Advertising Company Class A Common Stock,$100.98,-4.14,-3.938%,"10,267,996,801"
UTHR,United Therapeutics Corporation Common Stock,$225.26,2.62,1.177%,"10,266,664,658"
CHK,Chesapeake Energy Corporation Common Stock,$76.53,-1.90,-2.423%,"10,252,811,038"
AGCO,AGCO Corporation Common Stock,$137.31,-2.46,-1.76%,"10,243,061,953"
MTCH,"Match Group, Inc. Common Stock",$36.65,-1.42,-3.73%,"10,236,568,785"
BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",$76.06,1.75,2.355%,"10,225,070,500"
VST,Vistra Corp. Common Stock,$25.69,-0.51,-1.947%,"10,223,425,749"
AOS,A.O. Smith Corporation Common Stock,$67.43,0.42,0.627%,"10,173,790,727"
XM,Qualtrics International Inc. Class A Common Stock,$17.13,-0.11,-0.638%,"10,172,781,973"
PCTY,Paylocity Holding Corporation Common Stock,$182.35,-3.96,-2.125%,"10,169,608,077"
WES,"Western Midstream Partners, LP Common Units Representing Limited Partner Interests",$26.37,-0.28,-1.051%,"10,154,295,663"
HSIC,"Henry Schein, Inc. Common Stock",$77.25,-0.56,-0.72%,"10,141,651,534"
AEG,AEGON N.V. Common Stock,$5.04,-0.16,-3.077%,"10,120,661,616"
CCK,"Crown Holdings, Inc.",$84.17,-1.14,-1.336%,"10,095,796,069"
FLEX,Flex Ltd. Ordinary Shares,$22.32,-0.64,-2.787%,"10,068,128,277"
JNPR,"Juniper Networks, Inc. Common Stock",$31.06,-0.24,-0.767%,"10,062,191,046"
OVV,Ovintiv Inc. (DE),$40.52,-1.07,-2.573%,"10,059,578,144"
DINO,HF Sinclair Corporation Common Stock,$49.84,-0.45,-0.895%,"10,004,409,914"
SCI,Service Corporation International Common Stock,$65.25,-0.75,-1.136%,"9,986,432,569"
FNF,"FNF Group of Fidelity National Financial, Inc. Common Stock",$36.42,-0.70,-1.886%,"9,911,049,152"
LECO,"Lincoln Electric Holdings, Inc. Common Shares",$171.33,-0.40,-0.233%,"9,892,320,072"
LBTYB,Liberty Global plc Class B Ordinary Shares,$21.46,UNCH,--,"9,866,296,204"
TPR,"Tapestry, Inc. Common Stock",$41.60,-1.53,-3.547%,"9,820,746,374"
DAR,Darling Ingredients Inc. Common Stock,$61.25,-0.81,-1.305%,"9,816,624,353"
EMN,Eastman Chemical Company Common Stock,$82.60,-1.89,-2.237%,"9,812,621,214"
ARCC,Ares Capital Corporation Common Stock,$18.45,-0.77,-4.006%,"9,803,763,419"
ALLE,Allegion plc Ordinary Shares,$111.50,-2.85,-2.492%,"9,794,697,653"
ZI,ZoomInfo Technologies Inc Common Stock,$24.18,-0.44,-1.787%,"9,775,764,819"
AGL,"agilon health, inc. Common Stock",$23.67,-0.78,-3.19%,"9,748,602,785"
QRVO,"Qorvo, Inc. Common Stock",$97.54,-3.79,-3.74%,"9,743,193,543"
BXP,"Boston Properties, Inc. Common Stock",$61.94,-2.23,-3.475%,"9,709,582,282"
PSNY,Polestar Automotive Holding UK PLC Class A ADS,$4.59,-0.24,-4.969%,"9,682,047,531"
RGEN,Repligen Corporation Common Stock,$173.60,-1.14,-0.652%,"9,639,042,610"
TOST,"Toast, Inc. Class A Common Stock",$18.29,-0.85,-4.441%,"9,566,169,280"
OTEX,Open Text Corporation Common Shares,$35.27,0.25,0.714%,"9,539,234,207"
NLY,Annaly Capital Management Inc. Common Stock,$19.25,-1.12,-5.498%,"9,502,091,522"
PEN,"Penumbra, Inc. Common Stock",$249.68,-1.79,-0.712%,"9,482,472,879"
NWS,News Corporation Class B Common Stock,$16.43,-0.48,-2.839%,"9,457,195,375"
EWBC,"East West Bancorp, Inc. Common Stock",$66.79,-6.09,-8.356%,"9,413,916,920"
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,$28.80,-0.39,-1.336%,"9,402,108,134"
COTY,Coty Inc. Class A Common Stock,$11.02,-0.30,-2.65%,"9,395,605,947"
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,$28.73,-0.34,-1.17%,"9,379,255,788"
NWSA,News Corporation Class A Common Stock,$16.29,-0.48,-2.862%,"9,376,610,630"
NBIX,"Neurocrine Biosciences, Inc. Common Stock",$97.04,-0.82,-0.838%,"9,372,890,883"
ARMK,Aramark Common Stock,$35.85,-1.76,-4.68%,"9,339,382,948"
FCNCA,"First Citizens BancShares, Inc. Class A Common Stock",$642.67,-36.95,-5.437%,"9,322,699,554"
BKI,"Black Knight, Inc. Common Stock ",$59.42,-1.59,-2.606%,"9,271,111,921"
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",$182.77,-5.14,-2.735%,"9,234,956,136"
RGA,"Reinsurance Group of America, Incorporated Common Stock",$138.34,-3.47,-2.447%,"9,223,957,840"
Z,"Zillow Group, Inc. Class C Capital Stock",$39.36,-2.51,-5.995%,"9,223,769,370"
MTN,"Vail Resorts, Inc. Common Stock",$228.69,-5.26,-2.248%,"9,221,675,893"
KNX,Knight-Swift Transportation Holdings Inc.,$57.07,-1.58,-2.694%,"9,170,920,720"
MASI,Masimo Corporation Common Stock,$174.25,-1.59,-0.904%,"9,159,392,528"
JHX,James Hardie Industries plc American Depositary Shares (Ireland),$20.51,-0.43,-2.053%,"9,111,493,705"
FND,"Floor & Decor Holdings, Inc. Common Stock",$85.73,-3.05,-3.435%,"9,097,464,248"
ICL,ICL Group Ltd. Ordinary Shares,$7.05,-0.38,-5.114%,"9,088,712,366"
ZG,"Zillow Group, Inc. Class A Common Stock",$38.78,-2.30,-5.599%,"9,087,850,005"
GGB,Gerdau S.A. Common Stock,$5.32,-0.26,-4.659%,"9,087,501,965"
LBTYK,Liberty Global plc Class C Ordinary Shares,$19.70,-0.21,-1.055%,"9,057,131,184"
PAA,"Plains All American Pipeline, L.P. Common Units representing Limited Partner Interests",$12.94,-0.21,-1.597%,"9,036,424,944"
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",$300.96,-1.91,-0.631%,"9,028,800,000"
CHDN,"Churchill Downs, Incorporated Common Stock",$241.14,-4.25,-1.732%,"9,019,424,287"
BSMX,"Banco Santander Mexico, S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",$6.64,-0.15,-2.209%,"9,005,596,811"
PNR,Pentair plc. Ordinary Share,$54.39,-1.38,-2.474%,"8,947,065,474"
VFC,V.F. Corporation Common Stock,$23.01,-1.01,-4.205%,"8,942,994,072"
LII,"Lennox International, Inc. Common Stock",$251.20,-6.73,-2.609%,"8,910,048,174"
RDY,Dr. Reddy's Laboratories Ltd Common Stock,$53.56,-0.69,-1.272%,"8,896,445,615"
SNX,TD SYNNEX Corporation Common Stock,$93.68,-1.65,-1.731%,"8,847,600,012"
RNR,RenaissanceRe Holdings Ltd. Common Stock,$202.37,-8.53,-4.045%,"8,847,562,165"
SSL,Sasol Ltd. American Depositary Shares,$13.77,-0.72,-4.969%,"8,821,993,017"
IBKR,"Interactive Brokers Group, Inc. Class A Common Stock",$85.53,-3.63,-4.071%,"8,798,659,266"
MANH,"Manhattan Associates, Inc. Common Stock",$140.61,-2.48,-1.733%,"8,787,558,482"
VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",$14.38,-0.40,-2.706%,"8,775,005,086"
OC,Owens Corning Inc Common Stock New,$95.89,-2.65,-2.689%,"8,704,043,560"
DCP,"DCP Midstream,  LP Common Units ",$41.72,-0.02,-0.048%,"8,700,732,367"
BBWI,"Bath & Body Works, Inc.",$38.00,-1.20,-3.061%,"8,679,755,370"
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),$137.75,-2.08,-1.488%,"8,673,610,580"
PFGC,Performance Food Group Company Common Stock,$55.48,-1.43,-2.513%,"8,662,667,339"
ALGM,"Allegro MicroSystems, Inc. Common Stock",$45.22,-0.81,-1.76%,"8,660,004,060"
LBTYA,Liberty Global plc Class A Ordinary Shares,$18.83,-0.25,-1.31%,"8,657,146,203"
OSH,"Oak Street Health, Inc. Common Stock",$35.36,-0.13,-0.366%,"8,593,273,903"
PNW,Pinnacle West Capital Corporation Common Stock,$75.66,-1.40,-1.817%,"8,560,187,759"
PCOR,"Procore Technologies, Inc. Common Stock",$61.96,-2.51,-3.893%,"8,551,045,013"
TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",$43.55,-1.47,-3.265%,"8,549,199,333"
BILL,"BILL Holdings, Inc. Common Stock",$80.32,-2.58,-3.112%,"8,544,886,252"
UHS,"Universal Health Services, Inc. Common Stock",$119.58,-3.39,-2.757%,"8,539,259,459"
MORN,"Morningstar, Inc. Common Stock",$201.12,-6.11,-2.948%,"8,536,777,331"
LOGI,Logitech International S.A. Ordinary Shares,$53.04,0.34,0.645%,"8,502,524,690"
FFIV,"F5, Inc. Common Stock",$141.27,-3.63,-2.505%,"8,493,243,095"
RHI,Robert Half International Inc. Common Stock,$78.84,-1.72,-2.135%,"8,490,949,503"
ROKU,"Roku, Inc. Class A Common Stock",$60.52,-2.72,-4.301%,"8,479,417,741"
AA,Alcoa Corporation Common Stock ,$47.90,-3.12,-6.115%,"8,476,819,459"
DKNG,DraftKings Inc. Class A Common Stock,$18.74,-0.84,-4.29%,"8,463,551,222"
WCC,"WESCO International, Inc. Common Stock",$166.34,-5.92,-3.437%,"8,457,335,735"
BSAC,Banco Santander - Chile ADS,$17.90,0.11,0.618%,"8,432,964,156"
HOOD,"Robinhood Markets, Inc. Class A Common Stock",$9.44,-0.21,-2.176%,"8,427,574,830"
UNM,Unum Group Common Stock,$42.48,-1.52,-3.455%,"8,400,632,400"
KEP,Korea Electric Power Corporation Common Stock,$6.54,-0.12,-1.802%,"8,396,890,127"
G,Genpact Limited Common Stock,$45.90,-0.91,-1.944%,"8,396,230,694"
WOLF,"Wolfspeed, Inc. Common Stock",$67.43,-2.72,-3.877%,"8,389,417,272"
HII,"Huntington Ingalls Industries, Inc. Common Stock",$210.01,-2.34,-1.102%,"8,370,119,498"
USFD,US Foods Holding Corp. Common Stock,$37.27,-1.39,-3.595%,"8,360,423,768"
FRT,Federal Realty Investment Trust Common Stock,$102.41,-2.54,-2.42%,"8,331,379,164"
CGNX,Cognex Corporation Common Stock,$48.27,-0.37,-0.761%,"8,328,324,208"
NOV,NOV Inc. Common Stock,$21.06,-1.51,-6.69%,"8,273,031,222"
CAR,"Avis Budget Group, Inc. Common Stock",$208.84,-13.09,-5.898%,"8,243,025,903"
WSM,"Williams-Sonoma, Inc. Common Stock (DE)",$123.80,-0.09,-0.073%,"8,241,048,577"
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),$7.42,-0.40,-5.115%,"8,224,333,328"
ALLY,Ally Financial Inc. Common Stock,$27.38,-2.06,-6.997%,"8,195,491,120"
GFI,Gold Fields Limited American Depositary Shares,$9.14,0.01,0.11%,"8,146,007,479"
LEA,Lear Corporation Common Stock,$137.58,-2.56,-1.827%,"8,135,126,450"
CMA,Comerica Incorporated Common Stock,$61.91,-5.39,-8.009%,"8,132,059,401"
PATH,"UiPath, Inc. Class A Common Stock",$14.70,-0.74,-4.793%,"8,126,677,455"
CASY,"Casey's General Stores, Inc. Common Stock",$217.77,-0.05,-0.023%,"8,113,810,113"
MIDD,Middleby Corporation (The) Common Stock,$150.03,-3.39,-2.21%,"8,084,144,806"
NNN,National Retail Properties Common Stock,$44.53,-0.45,-1.00%,"8,080,477,344"
WEX,WEX Inc. common stock,$185.28,-5.38,-2.822%,"8,076,921,786"
ALV,"Autoliv, Inc. Common Stock",$93.55,-1.74,-1.826%,"8,063,054,855"
BZ,KANZHUN LIMITED American Depository Shares,$18.48,-1.22,-6.193%,"7,997,175,740"
XRAY,DENTSPLY SIRONA Inc. Common Stock,$37.09,-0.86,-2.266%,"7,971,081,852"
DCI,"Donaldson Company, Inc. Common Stock",$65.42,-0.58,-0.879%,"7,960,758,306"
WBS,Webster Financial Corporation Common Stock,$45.25,-4.05,-8.215%,"7,873,862,000"
ESLT,Elbit Systems Ltd. Ordinary Shares,$177.46,0.63,0.356%,"7,869,432,467"
COLD,"Americold Realty Trust, Inc. Common Stock",$29.14,-0.55,-1.852%,"7,862,407,818"
JEF,Jefferies Financial Group Inc. Common Stock,$34.53,-1.43,-3.977%,"7,858,093,273"
EME,"EMCOR Group, Inc. Common Stock",$164.89,-3.08,-1.834%,"7,857,874,337"
SKM,"SK Telecom Co., Ltd. Common Stock",$19.89,0.11,0.556%,"7,825,429,589"
DLB,Dolby Laboratories Common Stock,$81.64,-1.09,-1.318%,"7,822,897,957"
WRK,Westrock Company Common Stock,$30.71,-0.74,-2.353%,"7,820,356,256"
SEIC,SEI Investments Company Common Stock,$57.96,-1.26,-2.128%,"7,776,029,520"
IVZ,Invesco Ltd Common Stock,$17.03,-0.31,-1.788%,"7,744,981,874"
JLL,Jones Lang LaSalle Incorporated Common Stock,$163.12,-5.26,-3.124%,"7,742,093,440"
BEP,Brookfield Renewable Partners L.P. ,$28.09,-0.01,-0.036%,"7,732,812,982"
CFR,"Cullen/Frost Bankers, Inc. Common Stock",$120.05,-6.49,-5.129%,"7,726,455,576"
MTZ,"MasTec, Inc. Common Stock",$98.08,-0.90,-0.909%,"7,710,021,329"
CBSH,"Commerce Bancshares, Inc. Common Stock",$61.62,-2.17,-3.402%,"7,702,444,542"
AAP,Advance Auto Parts Inc.,$129.83,-2.38,-1.80%,"7,692,909,948"
ST,Sensata Technologies Holding plc Ordinary Shares,$49.83,-1.29,-2.523%,"7,598,619,205"
UGI,UGI Corporation Common Stock,$36.24,-0.52,-1.415%,"7,594,345,100"
FBIN,"Fortune Brands Innovations, Inc. Common Stock",$59.29,-1.45,-2.387%,"7,590,316,887"
PLUG,"Plug Power, Inc. Common Stock",$13.02,-0.76,-5.515%,"7,589,415,561"
NRG,"NRG Energy, Inc. Common Stock",$33.01,-0.92,-2.711%,"7,577,809,600"
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",$5.23,-0.15,-2.788%,"7,577,112,585"
RL,Ralph Lauren Corporation Common Stock,$114.70,-1.54,-1.325%,"7,567,834,313"
GPK,Graphic Packaging Holding Company,$24.62,-0.32,-1.283%,"7,561,346,890"
CHE,Chemed Corp,$506.80,-2.08,-0.409%,"7,536,270,574"
BILI,Bilibili Inc. American Depositary Shares,$18.62,-1.62,-8.004%,"7,519,228,669"
LEGN,Legend Biotech Corporation American Depositary Shares,$44.89,-1.25,-2.709%,"7,514,711,333"
ORI,Old Republic International Corporation Common Stock,$24.69,-0.54,-2.14%,"7,513,257,365"
ATR,"AptarGroup, Inc. Common Stock",$114.57,-0.76,-0.659%,"7,492,926,463"
NVT,nVent Electric plc Ordinary Shares ,$44.94,-1.17,-2.537%,"7,486,427,779"
IRDM,Iridium Communications Inc Common Stock,$59.39,0.13,0.219%,"7,481,163,679"
CLH,"Clean Harbors, Inc. Common Stock",$137.59,-0.64,-0.463%,"7,440,082,387"
SAIA,"Saia, Inc. Common Stock",$280.66,-8.90,-3.074%,"7,426,954,866"
NVCR,NovoCure Limited Ordinary Shares,$70.70,-3.55,-4.781%,"7,419,970,797"
ITT,ITT Inc. Common Stock ,$89.65,-2.01,-2.193%,"7,414,055,000"
RGLD,"Royal Gold, Inc. Common Stock",$112.91,0.93,0.831%,"7,411,876,460"
CIEN,Ciena Corporation Common Stock,$49.64,-1.38,-2.705%,"7,404,182,668"
KBR,"KBR, Inc. Common Stock",$54.15,-0.46,-0.842%,"7,395,367,789"
CROX,"Crocs, Inc. Common Stock",$119.63,-4.17,-3.368%,"7,387,359,699"
PSO,"Pearson, Plc Common Stock",$10.25,0.12,1.185%,"7,336,461,864"
TTEK,"Tetra Tech, Inc. Common Stock",$137.75,-0.34,-0.246%,"7,331,900,647"
WHR,Whirlpool Corporation Common Stock,$134.25,-2.44,-1.785%,"7,316,960,222"
OLN,Olin Corporation Common Stock,$54.92,-2.29,-4.003%,"7,265,916,000"
GNRC,Generac Holdlings Inc. Common Stock,$117.80,-3.65,-3.005%,"7,234,913,765"
HR,Healthcare Realty Trust Incorporated Common Stock,$19.00,-0.18,-0.938%,"7,230,873,510"
WMS,"Advanced Drainage Systems, Inc. Common Stock",$89.01,-3.35,-3.627%,"7,230,585,735"
BERY,"Berry Global Group, Inc. Common Stock",$59.26,-1.26,-2.082%,"7,194,164,000"
PSTG,"Pure Storage, Inc. Class A Common Stock",$23.77,-0.96,-3.882%,"7,192,460,496"
AR,Antero Resources Corporation Common Stock,$24.23,-0.91,-3.62%,"7,153,892,090"
CLVT,Clarivate Plc Ordinary Shares,$10.57,-0.23,-2.13%,"7,126,175,574"
DBX,"Dropbox, Inc. Class A Common Stock",$19.61,-0.46,-2.292%,"7,113,260,373"
XPEV,"XPeng Inc. American depositary shares, each representing two Class A ordinary shares",$8.29,-0.15,-1.777%,"7,102,134,099"
KNSL,"Kinsale Capital Group, Inc. Common Stock",$307.69,-5.60,-1.787%,"7,101,557,507"
GTLB,GitLab Inc. Class A Common Stock,$47.37,-2.66,-5.317%,"7,091,289,000"
HAS,"Hasbro, Inc. Common Stock",$51.21,-1.54,-2.919%,"7,072,803,704"
EGP,"EastGroup Properties, Inc. Common Stock",$162.17,-3.43,-2.071%,"7,063,208,940"
INSP,"Inspire Medical Systems, Inc. Common Stock",$243.07,-10.40,-4.103%,"7,060,791,185"
AU,AngloGold Ashanti Limited Common Stock,$16.87,-0.05,-0.296%,"7,058,189,179"
CNXC,Concentrix Corporation Common Stock,$135.30,-1.97,-1.435%,"7,044,941,653"
APLS,"Apellis Pharmaceuticals, Inc. Common Stock",$63.61,-1.16,-1.791%,"7,033,710,545"
VOYA,"Voya Financial, Inc. Common Stock",$72.35,-1.78,-2.401%,"7,030,456,783"
OGE,OGE Energy Corp Common Stock,$35.07,-0.61,-1.71%,"7,021,107,707"
CAE,CAE Inc. Ordinary Shares,$21.95,-0.40,-1.79%,"6,977,016,354"
LAD,"Lithia Motors, Inc. Common Stock",$255.08,-8.21,-3.118%,"6,973,481,878"
ADT,ADT Inc. Common Stock,$7.63,-0.15,-1.928%,"6,969,755,255"
FR,"First Industrial Realty Trust, Inc. Common Stock",$52.63,-0.88,-1.645%,"6,958,284,245"
TPX,"Tempur Sealy International, Inc. Common Stock",$40.25,-1.56,-3.731%,"6,926,997,590"
XP,XP Inc. Class A Common Stock,$12.35,-0.56,-4.338%,"6,922,406,624"
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),$10.10,-0.24,-2.321%,"6,903,447,859"
SWAV,"ShockWave Medical, Inc. Common Stock",$190.33,-4.19,-2.154%,"6,878,962,436"
NFE,New Fortress Energy Inc. Class A Common Stock,$32.86,-0.98,-2.896%,"6,860,185,092"
TXRH,"Texas Roadhouse, Inc. Common Stock",$102.31,-2.10,-2.011%,"6,846,048,175"
SEE,Sealed Air Corporation Common Stock,$47.16,-0.41,-0.862%,"6,822,048,738"
ARW,"Arrow Electronics, Inc. Common Stock",$117.01,-1.98,-1.664%,"6,819,843,720"
IQ,"iQIYI, Inc. American Depositary Shares",$7.19,-0.33,-4.388%,"6,804,031,237"
WAL,Western Alliance Bancorporation Common Stock (DE),$62.36,-9.20,-12.856%,"6,791,004,000"
EDR,"Endeavor Group Holdings, Inc. Class A Common Stock",$23.44,-0.06,-0.255%,"6,784,095,396"
GLOB,Globant S.A. Common Shares,$162.10,-7.19,-4.247%,"6,771,896,732"
DVA,DaVita Inc. Common Stock,$74.87,-4.51,-5.682%,"6,745,787,000"
SGFY,"Signify Health, Inc. Class A Common Stock",$28.49,0.19,0.671%,"6,722,182,167"
SKX,"Skechers U.S.A., Inc. Common Stock",$43.34,-1.00,-2.255%,"6,722,069,062"
ONON,On Holding AG Class A Ordinary Shares,$21.22,-1.12,-5.013%,"6,706,189,470"
SF,Stifel Financial Corporation Common Stock,$62.85,-3.66,-5.503%,"6,706,155,336"
CACI,"CACI International, Inc. Class A Common Stock",$284.66,-4.03,-1.396%,"6,691,821,155"
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",$39.33,-0.79,-1.969%,"6,683,644,982"
RBC,RBC Bearings Incorporated Common Stock,$229.81,-9.01,-3.773%,"6,669,526,976"
OLED,Universal Display Corporation Common Stock,$140.99,-0.21,-0.149%,"6,659,882,171"
VMI,"Valmont Industries, Inc. Common Stock",$311.89,-6.04,-1.90%,"6,653,567,460"
AXTA,Axalta Coating Systems Ltd. Common Shares,$30.03,-1.03,-3.316%,"6,638,192,101"
BRX,Brixmor Property Group Inc. Common Stock,$22.08,-0.44,-1.954%,"6,635,501,251"
CELH,"Celsius Holdings, Inc. Common Stock",$87.00,-1.21,-1.372%,"6,631,592,487"
CFLT,"Confluent, Inc. Class A Common Stock",$23.11,-1.91,-7.634%,"6,618,744,720"
AN,"AutoNation, Inc. Common Stock",$141.03,-1.50,-1.052%,"6,613,840,050"
CW,Curtiss-Wright Corporation Common Stock,$172.65,-2.20,-1.258%,"6,613,819,916"
CR,"Crane Holdings, Co. Common Stock",$117.50,-1.96,-1.641%,"6,596,970,173"
OHI,"Omega Healthcare Investors, Inc. Common Stock",$28.14,-0.08,-0.283%,"6,592,291,558"
BYD,Boyd Gaming Corporation Common Stock,$63.06,-1.81,-2.79%,"6,581,892,797"
FTI,TechnipFMC plc Ordinary Share,$14.73,-0.44,-2.90%,"6,576,062,099"
NATI,National Instruments Corporation Common Stock,$50.29,-0.47,-0.926%,"6,566,291,826"
LFUS,"Littelfuse, Inc. Common Stock",$264.57,-3.63,-1.353%,"6,554,414,055"
X,United States Steel Corporation Common Stock,$28.81,-0.79,-2.669%,"6,528,454,931"
LEVI,Levi Strauss & Co Class A Common Stock,$16.53,-0.58,-3.39%,"6,526,764,361"
PII,Polaris Inc. Common Stock,$113.83,-4.86,-4.095%,"6,497,003,425"
PLNT,"Planet Fitness, Inc. Common Stock",$77.72,-3.00,-3.717%,"6,483,068,126"
GNTX,Gentex Corporation Common Stock,$27.57,-0.63,-2.234%,"6,467,429,765"
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock,$58.11,-1.98,-3.295%,"6,458,285,779"
KRTX,"Karuna Therapeutics, Inc. Common Stock",$187.81,-3.48,-1.819%,"6,453,673,148"
FUTU,Futu Holdings Limited American Depositary Shares,$45.95,-2.72,-5.589%,"6,451,769,840"
TOL,"Toll Brothers, Inc. Common Stock",$58.29,-1.24,-2.083%,"6,445,168,843"
SITE,"SiteOne Landscape Supply, Inc. Common Stock",$143.46,-2.33,-1.598%,"6,443,691,107"
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,$81.50,-3.29,-3.88%,"6,417,755,561"
LSTR,"Landstar System, Inc. Common Stock",$178.62,-2.05,-1.135%,"6,417,282,526"
INGR,Ingredion Incorporated Common Stock,$97.50,0.02,0.021%,"6,405,160,613"
BLD,TopBuild Corp. Common Stock,$200.03,-3.05,-1.502%,"6,395,425,570"
DSGX,Descartes Systems Group Inc. (The) Common Stock,$75.28,-1.22,-1.595%,"6,385,098,588"
STN,Stantec Inc Common Stock,$57.60,-0.70,-1.201%,"6,380,132,371"
ACHC,"Acadia Healthcare Company, Inc. Common Stock",$69.99,-2.36,-3.262%,"6,367,460,143"
MHK,"Mohawk Industries, Inc. Common Stock",$100.20,-1.35,-1.329%,"6,366,110,006"
AMKR,"Amkor Technology, Inc. Common Stock",$25.98,-0.60,-2.257%,"6,364,441,511"
RRC,Range Resources Corporation Common Stock,$26.33,-0.46,-1.717%,"6,362,253,631"
PRI,"Primerica, Inc. Common Stock",$172.35,-5.43,-3.054%,"6,359,399,600"
BOKF,BOK Financial Corporation Common Stock,$94.93,-4.23,-4.266%,"6,356,383,126"
AYI,"Acuity Brands, Inc. ",$198.07,-2.01,-1.005%,"6,348,437,238"
AIZ,"Assurant, Inc. Common Stock",$119.88,-2.18,-1.786%,"6,344,018,551"
MNDY,monday.com Ltd. Ordinary Shares,$140.64,-8.05,-5.414%,"6,340,797,576"
CHH,"Choice Hotels International, Inc. Common Stock",$118.35,-3.47,-2.848%,"6,307,960,675"
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),$25.91,-0.88,-3.285%,"6,285,045,339"
FYBR,"Frontier Communications Parent, Inc. Common Stock",$25.63,-1.10,-4.115%,"6,279,452,520"
SIVB,SVB Financial Group Common Stock,$106.04,-161.79,-60.408%,"6,274,586,473"
NTRA,"Natera, Inc. Common Stock",$57.52,-0.21,-0.364%,"6,271,570,740"
ADC,Agree Realty Corporation Common Stock,$69.40,-0.41,-0.587%,"6,258,035,626"
WH,"Wyndham Hotels & Resorts, Inc. Common Stock ",$72.30,-3.86,-5.068%,"6,243,758,809"
